"Brand_ID","Brand_Name","Category","Price"
"W-1507","Witty Kittens","White",18.99
"W-1508","Defiant Winery","White",15.99
"W-1509","Vasagle","White",11.99
"W-1510","Public Floor Wines","White",11.99
"W-1511","Tenuous Connection","White",109.99
"W-1512","Wheelhouse","White",16.49
"W-1513","Maddening Recess","White",15.49
"W-1514","Clever Cannon","White",17.99
"W-1515","Moonscape Vintners","White",9.49
"W-1516","Sunfish","White",13.49
"W-1517","Gleblu Wine","White",16.49
"W-1518","Honeybee Vintners","White",9.99
"W-1519","Stingy Uncle Vineyards","White",18.99
"W-1520","Cattail Wines","White",16.99
"W-1521","Superb Plate","White",115.49
"W-1522","Flat Sail","White",12.99
"W-1523","Vagabond Shop Vineyards","White",19.99
"W-1524","Plifal Vintners","White",13.99
"W-1525","Cazoova Wines","White",11.99
"W-1526","Waterwheel","White",14.99
"W-1527","Onama","White",11.99
"W-1528","Bellbottom Wine","White",12.99
"W-1529","Majestic Power Vines","White",38.99
"W-1530","Tricky Task Vintners","White",35.49
"W-1531","Upscale","White",17.99
"W-1532","Spourmo Vintners","White",16.99
"W-1533","Uneven Vineyards","White",9.99
"W-1534","Pegmode","White",47.99
"W-1535","Energetically Ignorant","White",18.49
"W-1536","Snowball","White",15.49
"W-1537","Rain Stick","White",8.99
"W-1538","Limelight Winery","White",10.49
"W-1539","Johackle Vineyards","White",18.99
"W-1540","Melted Copper Vintners","White",20.99
"W-1541","Nifty Monkey","White",9.49
"W-1542","Bookbox Vineyards","White",20.99
"W-1543","Lovely Writer Vines","White",12.99
"W-1544","Slowdown Wines","White",10.49
"W-1545","Perpetual Shade","White",11.49
"W-1546","Flawless Memory","White",21.99
"W-1547","Fluttering Butterfly","White",22.49
"W-1548","Teamwork Vineyards","White",20.99
"W-1549","Gogopo","White",11.99
"W-1550","Sassee Wine","White",7.99
"W-1551","Jumpy Wheel Wine","White",95.49
"W-1552","Ballroom Vines","White",21.49
"W-1553","Fantastic Farm Vines","White",91.49
"W-1554","Small Estate Vintners","White",137.99
"W-1555","Watershed Wine","White",19.49
"W-1556","Versed Wines","White",10.49
"W-1557","Crestboot Vintners","White",17.99
"W-1558","Unique","White",23.49
"W-1559","Pinstripe","White",11.99
"W-1560","Superfine Vintners","White",14.99
"W-1561","Yodacloud Vintners","White",20.49
"W-1562","Immense Grape","White",12.99
"W-1563","Amused","White",138.99
"W-1564","Esuyp","White",20.99
"W-1565","Drawbridge Vineyards","White",16.99
"W-1566","Guarded Tail Vintners","White",16.49
"W-1567","Tremendous Color","White",21.99
"W-1568","High Hill Wines","White",67.99
"W-1569","Moonbeam Vintners","White",23.49
"W-1570","Yeinydd Winery","White",17.99
"W-1571","Friendly Fox","White",34.49
"W-1572","Bookseller Winery","White",11.49
"W-1573","Zealously Honorable Vintners","White",22.99
"W-1574","Wonderful Arithmetic","White",38.49
"W-1575","Noelind Wines","White",8.99
"W-1576","Zestybus","White",49.99
"W-1577","Jackpot","White",13.99
"W-1578","Impossible Notion Winery","White",90.99
"W-1579","Rare Dirt","White",171.99
"W-1580","Functional Business","White",16.99
"W-1581","Flying Kite Vintners","White",36.99
"W-1582","Lavish","White",18.99
"W-1583","Insidious Work Wines","White",29.99
"W-1584","Parched Wanderer","White",10.99
"W-1585","Shorogyt Vintners","White",19.99
"W-1586","Ferirama Vintners","White",54.99
"W-1587","Scientific","White",19.99
"W-1588","Giddy Crow","White",10.99
"W-1589","Railroad Vines","White",16.49
"W-1590","Flagrant Bulb","White",10.99
"W-1591","Passbook","White",19.99
"W-1592","Grumpy Monk","White",20.99
"W-1593","Watercolor Wines","White",15.49
"W-1594","Scapegoat","White",15.99
"W-1595","Exotic Fog","White",46.99
"W-1596","Fancy Cup","White",14.99
"W-1597","Essentially Coherent","White",16.99
